#hg18.knownGene.name	hg18.knownGene.chrom	hg18.knownGene.strand	hg18.knownGene.txStart	hg18.knownGene.txEnd	hg18.kgXref.geneSymbol
uc001oxc.1	chr11	+	75203859	75532930	UVRAG
uc001oxd.1	chr11	+	75368217	75532930	UVRAG
uc001oxe.1	chr11	-	75575017	75595222	WNT11
uc001oxf.1	chr11	-	75580255	75599451	WNT11
uc001oxh.1	chr11	-	75738651	75769528	PRKRIR
uc001oxi.1	chr11	+	75770004	75803311	AK125821
uc009yui.1	chr11	-	75830026	75833338	BC007851
uc001oxj.2	chr11	+	75833716	75842617	EMSY
uc001oxk.2	chr11	+	75833716	75849681	EMSY
uc009yuj.1	chr11	+	75833716	75885923	C11orf30
uc001oxo.1	chr11	+	75915153	75933560	C11orf30
uc001oxl.1	chr11	+	75833716	75940237	C11orf30
uc001oxm.1	chr11	+	75833716	75940237	C11orf30
uc001oxn.1	chr11	+	75835591	75940237	C11orf30
uc001oxp.1	chr11	+	75930907	75940237	GL002
uc001oxq.2	chr11	-	76046215	76058692	LRRC32
uc001oxr.2	chr11	-	76046215	76059439	LRRC32
uc001oxs.2	chr11	-	76092155	76092950	AB231718
uc009yuk.1	chr11	+	76184308	76185370	TSKU
uc001oxt.1	chr11	+	76171932	76186846	TSKU
uc009yul.1	chr11	+	76249564	76405471	APHC
uc009yum.1	chr11	+	76249564	76412498	ACER3
uc009yun.1	chr11	+	76249564	76412498	APHC
uc001oxu.2	chr11	+	76249564	76412498	APHC
uc009yuo.1	chr11	+	76249564	76412498	APHC
uc001oxw.1	chr11	+	76423082	76430653	B3GNT6
uc001oxz.1	chr11	+	76491533	76492025	OMP
uc001oxx.1	chr11	+	76455639	76514846	CAPN5
uc009yup.1	chr11	+	76455639	76514846	CAPN5
uc009yuq.1	chr11	+	76455639	76514846	CAPN5
uc001oxy.1	chr11	+	76455639	76514846	CAPN5
uc001oya.1	chr11	+	76508100	76514846	CAPN5
uc001oyd.1	chr11	+	76563291	76573419	MYO7A
uc009yur.1	chr11	+	76516957	76573689	MYO7A
uc009yus.1	chr11	+	76568428	76591910	MYO7A
uc009yut.1	chr11	+	76568428	76591910	MYO7A
uc001oyb.2	chr11	+	76516957	76603934	MYO7A
uc001oyc.2	chr11	+	76516957	76603934	MYO7A
uc001oye.2	chr11	+	76592768	76603934	MYO7A
uc001oyf.1	chr11	-	76605250	76676111	GDPD4
uc001oyi.1	chr11	-	76710709	76800645	PAK1
uc001oyg.2	chr11	-	76710707	76862756	PAK1
uc001oyh.2	chr11	-	76710707	76862756	PAK1
uc009yuu.1	chr11	+	76978083	76998341	AQP11
uc001oyj.1	chr11	+	76978327	76998341	AQP11
uc001oyk.1	chr11	-	77004846	77026495	CLNS1A
uc001oyl.1	chr11	-	77004846	77026495	ICln
uc001oym.1	chr11	-	77054921	77092226	RSF1
uc001oyn.1	chr11	-	77054921	77209528	RSF1
uc001oyo.1	chr11	-	77150742	77209528	XAP8alpha
uc001oyq.1	chr11	+	77209855	77261046	C11orf67
uc001oyr.1	chr11	+	77209855	77289408	C11orf67
uc001oyp.2	chr11	+	77209844	77307110	C11orf67
uc001oys.1	chr11	-	77267413	77383365	INTS4
uc001oyt.1	chr11	-	77267413	77383365	MST093
uc001oyu.1	chr11	-	77313135	77383365	INTS4
uc001oyv.1	chr11	-	77366600	77383365	INT4
uc001oyw.2	chr11	-	77404408	77411968	KCTD14
uc009yuv.1	chr11	+	77452575	77453016	THRSP
uc001oyx.1	chr11	+	77452554	77457045	THRSP
uc009yuw.1	chr11	-	77457043	77468913	NDUFC2
uc001oyz.1	chr11	-	77489635	77528347	ALG8
uc001oza.1	chr11	-	77489635	77528347	ALG8
uc009yux.1	chr11	-	77489635	77528347	ALG8
uc009yuy.1	chr11	-	77502579	77528347	ALG8
uc009yuz.1	chr11	-	77562465	77563248	KCTD21
uc001ozb.1	chr11	-	77559945	77577312	KCTD21
uc001oze.2	chr11	+	77577505	77599438	USP35
uc001ozc.2	chr11	+	77577505	77603401	USP35
uc009yva.1	chr11	+	77577605	77603401	USP35
uc001ozd.2	chr11	+	77584939	77603401	USP35
uc001ozf.2	chr11	+	77587663	77603401	USP35
uc001ozg.1	chr11	-	77603989	77730574	GAB2
uc001ozh.1	chr11	-	77603989	77806414	GAB2
uc001ozj.2	chr11	+	77921869	77947240	BC042472
uc001ozi.1	chr11	-	77824890	77963367	NARS2
uc001ozk.2	chr11	-	78041975	78065098	ODZ4
uc009yvb.1	chr11	-	78046499	78091096	ODZ4
uc001ozn.2	chr11	+	78481991	78486529	BC008359
uc009yvc.1	chr11	-	78453291	78658366	ODZ4
uc001ozl.2	chr11	-	78041975	78829343	ODZ4
uc001ozo.1	chr11	-	81268543	81792603	BC041900
uc001ozp.1	chr11	-	82120693	82122554	FAM181B
uc001ozr.1	chr11	-	82213056	82289205	PRCP
uc001ozs.1	chr11	-	82213056	82289205	PRCP
uc001ozt.1	chr11	+	82290416	82323347	C11orf82
uc009yvd.1	chr11	+	82290416	82346967	NOXIN
uc009yvg.1	chr11	-	82375713	82386103	AK310082
uc009yve.1	chr11	-	82370125	82423254	RAB30
uc001ozu.1	chr11	-	82370125	82460532	RAB30
uc009yvf.1	chr11	-	82370125	82460532	RAB30
uc001ozv.1	chr11	-	82370125	82460532	DKFZp686J07132
uc001ozw.2	chr11	+	82460766	82462288	BC031316
uc001ozy.2	chr11	+	82545878	82547561	PCF11
uc001ozx.2	chr11	+	82545784	82574483	PCF11
uc009yvh.1	chr11	-	82580826	82582329	AK311356
uc009yvi.1	chr11	+	82582938	82603889	ANKRD42
uc001ozz.1	chr11	+	82582938	82637661	ANKRD42
uc001paa.1	chr11	+	82582938	82644685	ANKRD42
uc001pab.1	chr11	+	82582938	82644690	ANKRD42
uc001pac.1	chr11	-	82650149	82674667	CCDC90B
uc001pad.1	chr11	-	82650149	82674689	CCDC90B
uc001pae.1	chr11	-	82650149	82675025	CCDC90B
uc001paf.1	chr11	-	82650149	82675062	CCDC90B
uc001pag.2	chr11	+	82674818	82812206	BC070093
uc001pah.1	chr11	-	82843700	83071085	DLG2
uc001pai.1	chr11	-	82843700	83661971	DLG2
uc001pam.1	chr11	-	83175131	83706028	DLG2
uc001paj.1	chr11	-	82843700	84312113	DLG2
uc001pal.1	chr11	-	83019878	84312113	DLG2
uc001pak.1	chr11	-	82843700	85015962	DLG2
uc001pan.1	chr11	+	85017309	85023776	TMEM126B
uc001pao.1	chr11	+	85017309	85025185	TMEM126B
uc001pap.1	chr11	+	85017309	85025185	TMEM126B
uc001paq.1	chr11	+	85017309	85025224	TMEM126B
uc001par.1	chr11	+	85036692	85045235	TMEM126A
uc001pat.2	chr11	-	85048414	85053321	CREBZF
uc001pas.1	chr11	-	85046517	85053821	CREBZF
uc001pau.1	chr11	-	85072540	85074968	CCDC89
uc001pav.1	chr11	-	85082912	85103439	SYTL2
uc001pba.1	chr11	-	85082912	85107859	SYTL2
uc001paw.1	chr11	-	85082912	85107859	SYTL2
uc001pax.1	chr11	-	85082912	85107859	SYTL2
uc001pay.1	chr11	-	85082912	85107859	SYTL2
uc001paz.1	chr11	-	85082912	85107859	KIAA1597
uc001pbd.1	chr11	-	85082912	85115159	SYTL2
uc001pbb.1	chr11	-	85082912	85115159	SYTL2
uc001pbc.1	chr11	-	85082912	85115159	SYTL2
uc009yvj.1	chr11	-	85082912	85115159	KIAA1597
uc001pbe.1	chr11	-	85082912	85146692	SYTL2
uc001pbf.2	chr11	-	85122301	85146692	SYTL2
uc001pbg.1	chr11	+	85243791	85308699	CCDC83
uc001pbh.1	chr11	+	85243791	85308699	CCDC83
uc001pbi.1	chr11	+	85261901	85308699	CCDC83
uc001pbj.1	chr11	+	85261901	85308699	CCDC83
uc001pbk.1	chr11	-	85346132	85369919	PICALM variant protein
uc001pbo.1	chr11	-	85363398	85396274	PICALM
uc001pbl.1	chr11	-	85346132	85457756	PICALM
uc001pbm.1	chr11	-	85346132	85457756	PICALM
uc001pbn.1	chr11	-	85346132	85457756	PICALM
uc001pbp.1	chr11	+	85633462	85667428	EED
uc001pbq.1	chr11	+	85633462	85667428	EED
uc001pbr.1	chr11	+	85633462	85667428	EED
uc001pbs.1	chr11	+	85633462	85667428	EED
uc001pbt.1	chr11	+	85690935	85734328	C11orf73
uc001pbu.1	chr11	+	85690935	85734633	C11orf73
uc001pbv.1	chr11	+	85692045	85734633	C11orf73
uc001pbw.1	chr11	+	85763425	85811798	CCDC81
uc001pbx.1	chr11	+	85763425	85811798	CCDC81
uc001pby.1	chr11	+	85783864	85811798	CCDC81
uc001pbz.1	chr11	-	85829797	86060888	ME3
uc001pca.1	chr11	-	85829797	86061075	ME3
uc009yvk.1	chr11	-	85829797	86061176	ME3
uc009yvl.1	chr11	+	86196333	86197485	PRSS23
uc001pcb.1	chr11	+	86189138	86199921	PRSS23
uc001pcd.2	chr11	+	86212066	86326508	AL832007
uc001pcc.1	chr11	+	86189138	86341478	ZSIG13
uc001pce.1	chr11	-	86334368	86344081	FZD4
uc001pcf.2	chr11	+	86344310	86389635	BC041984
uc001pcg.1	chr11	+	86426712	86568014	TMEM135
uc001pch.1	chr11	+	86426712	86712218	TMEM135
uc001pci.1	chr11	+	86426712	86712218	TMEM135
uc001pcj.1	chr11	-	87486078	87548247	RAB38
uc001pck.2	chr11	-	87666407	87710589	CTSC
uc001pcl.2	chr11	-	87666407	87710589	CTSC
uc001pcm.2	chr11	-	87693628	87710589	CTSC
uc001pcn.2	chr11	-	87693628	87710589	CTSC
uc001pco.2	chr11	+	87797196	87800925	BC038205
uc001pcp.1	chr11	-	87880625	88420888	GRM5
uc001pcq.1	chr11	-	87881005	88420888	GRM5
uc009yvm.1	chr11	-	87881005	88436464	GRM5
uc009yvn.1	chr11	-	88357520	88438761	GRM5
uc001pcs.1	chr11	+	88550687	88668575	TYR
uc009yvr.1	chr11	-	88773030	88863553	NOX4
uc001pct.1	chr11	-	88699160	88864301	NOX4
uc001pcx.1	chr11	-	88699160	88864301	NOX4
uc001pcu.1	chr11	-	88699160	88864301	NOX4
uc001pcv.1	chr11	-	88699160	88864301	NOX4
uc009yvo.1	chr11	-	88699160	88864301	Kox-1
uc009yvp.1	chr11	-	88699160	88864301	NOX4
uc001pcw.1	chr11	-	88699160	88864301	NOX4
uc009yvs.1	chr11	-	88775141	88864301	Kox-1
uc001pcy.2	chr11	-	88861670	88864301	Kox-1
uc009yvq.1	chr11	-	88699160	88962427	NOX4
uc001pcz.2	chr11	+	89025361	89031548	AB231784
uc001pda.1	chr11	+	89032112	89071534	PSMAL
uc009yvt.1	chr11	-	89125600	89126791	UBTFL2
uc001pdb.1	chr11	-	89170470	89181391	TRIM49
uc009yvu.1	chr11	-	89284226	89293224	LOC729384
uc009yvv.1	chr11	+	89296879	89305877	LOC729384
uc009yvw.1	chr11	+	89403921	89414417	TRIM49
uc001pdd.2	chr11	+	89507465	89532153	NAALAD2
uc001pde.2	chr11	+	89507465	89537016	NAALAD2
uc001pdf.2	chr11	+	89507465	89565427	NAALAD2
uc009yvx.1	chr11	+	89507465	89565427	NAALAD2
uc009yvy.1	chr11	+	89507465	89565427	NAALAD2
uc001pdg.1	chr11	-	89574264	89595854	CHORDC1
uc009yvz.1	chr11	-	89574264	89595854	CHORDC1
uc001pdj.2	chr11	+	91724909	92269283	FAT3
uc001pdi.2	chr11	+	92213375	92269283	fat3
uc001pdk.1	chr11	+	92342436	92355596	MTNR1B
uc001pdl.1	chr11	-	92516988	92519304	AK093898
uc001pdm.1	chr11	-	92520497	92558628	SLC36A4
uc001pdn.1	chr11	-	92520497	92570743	SLC36A4
uc001pdp.2	chr11	+	92702814	92769180	CCDC67
uc001pdo.1	chr11	+	92702803	92788014	CCDC67
uc001pdq.1	chr11	+	92703530	92811284	CCDC67
uc009ywa.1	chr11	-	92851823	92852003	C11orf75
uc001pdr.1	chr11	-	92851286	92872162	FN5
uc001pds.2	chr11	-	92851286	92916194	C11orf75
uc001pdv.1	chr11	+	93094327	93094680	SCARNA9
uc001pdw.1	chr11	+	93095315	93102962	KIAA1731
uc009ywb.1	chr11	+	93034463	93103170	KIAA1731
uc001pdu.1	chr11	+	93068343	93103170	KIAA1731
uc001pdx.1	chr11	+	93098464	93103170	KIAA1731
uc001pdy.2	chr11	-	93103328	93103460	SNORA25
uc009ywc.1	chr11	-	93103792	93103913	SNORA32
uc001peb.2	chr11	-	93104316	93104387	SNORD6
uc009ywd.1	chr11	-	93104817	93104947	SNORA1
uc009ywe.1	chr11	-	93105174	93105313	SNORA8
uc009ywf.1	chr11	-	93106041	93106114	SNORD5
uc009ywg.1	chr11	-	93106279	93106411	SNORA18
uc009ywh.1	chr11	-	93107923	93108050	SNORA40
uc001pec.2	chr11	-	93103095	93108662	AK128061
uc001pdz.2	chr11	-	93103095	93114310	TAF1D
uc001pea.1	chr11	-	93103963	93114310	TAF1D
uc001ped.1	chr11	-	93108745	93114310	TAF1D
uc001pee.1	chr11	+	93114440	93132672	C11orf54
uc001pef.1	chr11	+	93114440	93135895	C11orf54
uc001peh.1	chr11	+	93114440	93135895	C11orf54
uc009ywi.1	chr11	+	93114440	93135895	C11orf54
uc001peg.1	chr11	+	93114440	93135895	C11orf54
uc001pei.1	chr11	+	93114440	93135895	C11orf54
uc001pej.1	chr11	+	93121824	93135895	C11orf54
uc001pek.1	chr11	+	93126482	93135895	C11orf54
uc001pel.2	chr11	+	93157052	93162610	MED17
uc001pem.2	chr11	+	93157052	93186144	MED17
uc001pep.2	chr11	+	93394025	93487022	HEPHL1
uc001pen.1	chr11	-	93439787	93502214	AF086184
uc001peq.2	chr11	+	93501741	93554778	PANX1
uc001per.1	chr11	+	93501741	93554785	PANX1
uc001pes.1	chr11	+	93678450	93680506	FOLR4
uc001pet.1	chr11	-	93750130	93774066	GPR83
uc001peu.1	chr11	-	93790114	93866688	MRE11A
uc001pev.1	chr11	-	93790114	93866688	MRE11A
uc009ywj.1	chr11	-	93790114	93866688	MRE11B
uc001pex.2	chr11	+	93866800	93872388	ANKRD49
uc001pew.1	chr11	+	93866800	93872392	ANKRD49
uc001pey.1	chr11	+	93870136	93872392	FGIF
uc001pez.1	chr11	+	93916774	93922712	FUT4
uc009ywk.1	chr11	+	93918406	93994234	PIWIL1
uc001pfa.1	chr11	+	93940181	93994234	PIWIL4
uc001pfb.1	chr11	+	94141155	94249566	AMOTL1
uc001pfc.1	chr11	+	94141155	94249566	AMOTL1
uc009ywl.1	chr11	-	94343775	94346358	CWC15
uc001pfd.2	chr11	-	94335434	94346424	CWC15
uc009ywm.1	chr11	+	94370184	94371756	JMJD2D
uc001pfe.1	chr11	+	94346492	94372324	JMJD2D
uc001pfg.1	chr11	+	94440748	94442308	CR611239
uc001pff.1	chr11	+	94439703	94444036	SFRS2B
uc001pfh.2	chr11	+	94462664	94505463	ENDOD1
uc001pfi.1	chr11	+	94523350	94531960	AK055250
uc001pfj.2	chr11	-	94538353	94543617	CR603982
uc001pfk.1	chr11	-	94545780	94603894	SESN3
uc001pfl.1	chr11	-	94556946	94603894	SESN3
uc001pfn.2	chr11	-	95141753	95162602	FAM76B
uc001pfm.2	chr11	-	95141753	95162602	FAM76B
uc001pfo.1	chr11	+	95163289	95196027	CEP57
uc009ywn.1	chr11	+	95163289	95205498	CEP57
uc001pfp.1	chr11	+	95163289	95205502	CEP57
uc001pfq.1	chr11	+	95163289	95205502	CEP57
uc001pfr.1	chr11	+	95163289	95205502	CEP57
uc001pfs.2	chr11	-	95205693	95297019	MTMR2
uc009ywo.1	chr11	-	95205693	95297019	MTMR2
uc001pft.2	chr11	-	95205693	95297019	MTMR2
uc001pfu.2	chr11	-	95205693	95297019	MTMR2
uc001pfv.2	chr11	-	95205693	95297019	MTMR2
uc001pfw.1	chr11	-	95351087	95715992	MAML2
uc009ywp.1	chr11	-	95725576	95757802	CCDC82
uc009yws.1	chr11	-	95754615	95760425	CCDC82
uc009ywq.1	chr11	-	95725576	95760432	CCDC82
uc009ywt.1	chr11	-	95761970	95762711	AK313893
uc001pfx.2	chr11	-	95725576	95762731	CCDC82
uc009ywr.1	chr11	-	95725576	95762731	CCDC82
uc009ywu.1	chr11	+	95762800	95765250	JRKL
uc001pfy.1	chr11	+	95763461	95766375	JRKL
uc009ywv.1	chr11	+	98397080	99601389	CNTN5
uc001pfz.2	chr11	+	98397080	99685641	CNTN5
uc001pga.1	chr11	+	98397080	99732683	CNTN5
uc001pgb.1	chr11	+	98397080	99732683	CNTN5
uc001pgc.1	chr11	+	100335790	100349277	AK057372
uc001pgd.1	chr11	+	100350401	100365921	AK057372
uc001pge.1	chr11	+	100351997	100365921	AK023666
uc001pgf.1	chr11	+	100368020	100369876	TMEM133
uc001pgg.2	chr11	-	100405564	100439966	PGR
uc001pgh.2	chr11	-	100405564	100505754	PGR
uc001pgi.2	chr11	-	100405564	100505754	PGR
uc009yww.1	chr11	-	100405564	100505754	PR
uc001pgj.2	chr11	-	100405564	100505754	PR
uc009ywx.1	chr11	-	100405564	100505754	PR
uc001pgk.2	chr11	-	100827504	100959869	TRPC6
uc009ywy.1	chr11	-	100827504	100959869	TRPC6
uc009ywz.1	chr11	-	100829590	100959869	TRPC6
uc001pgl.1	chr11	-	101266614	101292463	ANGPTL5
uc009yxa.1	chr11	+	101320205	101339821	KIAA1377
uc001pgm.1	chr11	+	101290955	101377003	KIAA1377
uc001pgn.1	chr11	+	101298553	101377003	KIAA1377
uc001pgo.2	chr11	+	101423383	101452051	C11orf70
uc001pgp.1	chr11	+	101423383	101459356	C11orf70
uc001pgq.1	chr11	+	101423408	101459356	C11orf70
uc001pgr.2	chr11	+	101483826	101485776	BC040646
uc001pgs.1	chr11	+	101486540	101609358	YAP1
uc001pgt.1	chr11	+	101486540	101609358	YAP1
uc001pgu.1	chr11	+	101486540	101609358	YAP1
uc001pgv.1	chr11	+	101486540	101609358	YAP1
uc001pgw.1	chr11	+	101490084	101609358	YAP1
uc009yxb.1	chr11	+	101697777	101707193	BIRC3
uc001pgx.1	chr11	+	101693403	101713675	BIRC3
uc001pgy.1	chr11	+	101723175	101754611	BIRC2
uc001pgz.1	chr11	+	101723319	101754611	BIRC2
uc001pha.1	chr11	-	101772265	101828985	TMEM123
uc009yxc.1	chr11	-	101772265	101828985	TMEM123
uc001phb.1	chr11	-	101896448	101906688	MMP7
uc009yxd.1	chr11	-	101900216	101906688	MMP7
uc001phc.1	chr11	-	101952775	102001273	MMP20
uc001phd.1	chr11	-	102067624	102081678	MMP27
uc001phe.2	chr11	-	102087735	102100895	MMP8
uc001phf.2	chr11	-	102128065	102129393	AB231724
uc001phg.1	chr11	-	102146443	102156554	MMP10
uc001phi.1	chr11	-	102165860	102174104	MMP1
uc001phh.1	chr11	+	102159616	102212707	AK097805
uc001phj.1	chr11	-	102211737	102219552	MMP3
uc001phk.1	chr11	-	102238673	102250922	MMP12
uc001phl.1	chr11	-	102318933	102331672	MMP13
uc001phm.1	chr11	-	102438030	102468079	DCUN1D5
uc001phn.1	chr11	+	102485369	102855801	DYNC2H1
uc001pho.2	chr11	+	102485369	102855801	DYNC2H1
uc009yxe.1	chr11	+	102485369	102855801	DYNC2H1
uc001phr.2	chr11	+	103412517	103415132	DDI1
uc001php.1	chr11	-	103283123	103540237	PDGFD
uc001phq.1	chr11	-	103283123	103540237	PDGFD
uc001phs.2	chr11	-	104261651	104263238	UNQ9415
uc001pht.1	chr11	-	104262629	104274607	CASP12
uc001phu.1	chr11	-	104266306	104274607	UNQ9415
uc009yxf.1	chr11	-	104266306	104274607	UNQ9415
uc001phv.1	chr11	-	104266306	104274607	UNQ9415
uc001phw.1	chr11	-	104266306	104274607	CASP12
uc001phx.1	chr11	-	104266306	104274607	UNQ9415
uc001phy.2	chr11	-	104277487	104284642	LOC643733
uc001phz.2	chr11	-	104277487	104294095	LOC643733
uc001pia.1	chr11	-	104279327	104295010	LOC643733
uc001pib.1	chr11	-	104318803	104332632	CASP4
uc001pid.1	chr11	-	104318803	104344535	CASP4
uc009yxg.1	chr11	-	104320684	104344535	mih1/Tx
uc009yxh.1	chr11	-	104371676	104383271	CASP5
uc001pie.2	chr11	-	104370171	104384956	CASP5
uc001pif.1	chr11	-	104401446	104411067	CASP1
uc001pig.1	chr11	-	104401446	104411067	CASP1
uc001pih.1	chr11	-	104401446	104411067	CASP1
uc001pii.1	chr11	-	104401446	104411067	CASP1
uc001pij.1	chr11	-	104401446	104411067	CASP1
uc001pik.1	chr11	-	104401446	104411067	CASP1
uc001pim.2	chr11	-	104401911	104411067	CASP1
uc009yxi.1	chr11	-	104401911	104411067	CASP1
uc009yxj.1	chr11	-	104402357	104411067	CASP1
uc001pil.1	chr11	-	104401446	104421261	CASP1
uc001pin.1	chr11	-	104402162	104421261	CASP1
uc001pio.1	chr11	-	104417262	104421261	CARD16
uc001pip.1	chr11	-	104417262	104421261	CARD16
uc001piq.1	chr11	-	104442097	104446629	AB231723
uc001pir.1	chr11	-	104468405	104477368	CARD17
uc001pis.1	chr11	-	104513878	104515016	CARD18
uc001pit.2	chr11	+	104986009	104990372	GRIA4
uc001piv.2	chr11	+	104986620	105238568	GRIA4
uc001piu.1	chr11	+	104986009	105289441	GRIA4
uc009yxk.1	chr11	+	104986620	105289441	GRIA4
uc001piw.2	chr11	+	104986009	105358029	GRIA4
uc001pix.2	chr11	+	104986009	105358029	GRIA4
uc009yxl.1	chr11	+	105309657	105358029	GluR4c
uc001piy.1	chr11	-	105383838	105398154	KIAA1826
uc001piz.1	chr11	-	105383838	105398164	KIAA1826
uc001pja.1	chr11	-	105427034	105453396	KBTBD3
uc001pjb.1	chr11	-	105427034	105453396	KBTBD3
uc009yxm.1	chr11	-	105427034	105453396	KBTBD3
uc001pjc.1	chr11	+	105453501	105474629	AASDHPPT
uc001pjd.1	chr11	+	105466486	105474629	AASDHPPT
uc001pje.2	chr11	+	105625955	105639165	BC034795
uc001pjf.2	chr11	-	106049962	106054336	AK001875
uc001pjg.1	chr11	-	106063119	106394381	GUCY1A2
uc009yxn.1	chr11	-	106063119	106394381	GUCY1A2
uc001pjh.2	chr11	-	106702281	106818985	CWF19L2
uc009yxo.1	chr11	-	106702281	106818985	CWF19L2
uc001pjj.2	chr11	-	106702281	106833782	CWF19L2
uc001pjk.1	chr11	-	106880543	106927848	ABH8
uc001pjl.1	chr11	-	106880543	106941637	ALKBH8
uc009yxp.1	chr11	-	106880543	106941637	ALKBH8
uc001pjo.1	chr11	+	106967680	106969159	LOC643923
uc001pjm.1	chr11	+	106967286	107041900	ELMOD1
uc001pjn.1	chr11	+	106967286	107042715	ELMOD1
uc009yxq.1	chr11	-	107083770	107083866	SLN
uc001pjp.1	chr11	-	107083310	107087997	SLN
uc001pjq.1	chr11	-	107166926	107234890	SLC35F2
uc001pjs.1	chr11	-	107179943	107234890	SLC35F2
uc001pjr.1	chr11	-	107166927	107304229	SLC35F2
uc001pjt.1	chr11	+	107304486	107339418	RAB39
uc001pju.2	chr11	+	107384617	107482773	CUL5
uc001pjv.1	chr11	+	107384617	107483698	CUL5
uc001pjw.1	chr11	+	107497467	107512876	ACAT1
uc001pjx.2	chr11	+	107497467	107519872	ACAT1
uc001pjy.1	chr11	+	107497467	107523485	ACAT1
uc001pka.2	chr11	-	107547084	107565274	NPAT
uc001pjz.2	chr11	-	107533327	107598575	NPAT
uc001pkc.1	chr11	+	107599465	107605301	ATM
uc009yxs.1	chr11	+	107644346	107647343	ATM
uc001pkd.2	chr11	+	107663328	107666575	ATM
uc001pkf.2	chr11	+	107663536	107671929	ATM
uc009yxt.1	chr11	+	107680611	107691848	ATM
uc001pkg.1	chr11	+	107672910	107709905	ATM
uc001pkb.1	chr11	+	107598768	107745036	ATM
uc009yxr.1	chr11	+	107598768	107745036	ATM
uc001pke.1	chr11	+	107663328	107745036	ATM
uc009yxu.1	chr11	-	107707137	107843468	C11orf65
uc001pkh.1	chr11	-	107758936	107843468	C11orf65
uc001pki.2	chr11	-	107848042	107867441	KDELC2
uc001pkj.2	chr11	-	107848042	107874369	KDELC2
uc001pkk.1	chr11	-	107884885	107969570	EXPH5
uc001pkl.1	chr11	+	108041025	108298180	DDX10
uc001pkm.1	chr11	+	108041025	108316858	DDX10
uc009yxv.1	chr11	+	108799569	108800163	C11orf87
uc001pkn.1	chr11	+	108798084	108801533	C11orf87
uc001pkq.2	chr11	+	109512597	109536365	ZC3H12C
uc009yxw.1	chr11	+	109469296	109547776	ZC3H12C
uc001pkr.2	chr11	+	109511788	109547776	ZC3H12C
uc001pks.1	chr11	-	109605375	109612606	DKFZp434I0812
uc001pkt.1	chr11	-	109605375	109613703	RDX
uc009yxx.1	chr11	-	109550814	109672647	RDX
uc009yxy.1	chr11	-	109571495	109672647	RDX
uc009yxz.1	chr11	-	109571495	109672647	RDX
uc009yya.1	chr11	-	109571495	109672647	RDX
uc001pku.1	chr11	-	109605375	109672647	RDX
uc001pkv.1	chr11	+	109704339	109783546	AK124179
uc001pkw.1	chr11	+	109731129	109783546	AK094117
uc001pkx.1	chr11	+	109805803	109840815	FDX1
uc001plb.2	chr11	-	109952976	109965619	ARHGAP20
uc001pky.1	chr11	-	109952975	110087983	ARHGAP20
uc001pkz.1	chr11	-	109952975	110088661	ARHGAP20
uc009yyb.1	chr11	-	109952975	110088661	ARHGAP20
uc001pla.1	chr11	-	109952975	110089122	ARHGAP20
uc001plc.1	chr11	+	110631916	110662182	C11orf53
uc009yyc.1	chr11	-	110672038	110672413	FLJ45803
uc001pld.1	chr11	-	110669379	110675749	FLJ45803
uc001ple.1	chr11	-	110669379	110680980	FLJ45803
uc001plf.2	chr11	+	110675670	110684668	LOC120376
uc001plg.2	chr11	-	110728189	110755367	POU2AF1
uc001plh.1	chr11	-	110760671	110810979	BC022056
uc001pli.1	chr11	+	110827273	110832540	AB231705
uc001plj.1	chr11	-	110843465	110888274	BTG4
uc001plk.1	chr11	-	110872449	110888274	BTG4
uc001plm.1	chr11	+	110888884	110888944	AY940857
uc001pll.2	chr11	+	110886536	110889820	BC021736
uc001plo.1	chr11	+	110890719	110912965	C11orf88
uc009yyd.1	chr11	+	110890719	110912966	C11orf88
uc001pln.2	chr11	+	110890719	110912966	C11orf88
uc001plp.1	chr11	+	110916442	110936998	LAYN
uc001plq.1	chr11	+	110916442	110936998	UNQ208
uc001plr.1	chr11	+	110916442	110936998	LAYN
uc001pls.1	chr11	+	110916442	110936998	UNQ208
uc001plu.1	chr11	-	111102424	111102455	DQ599327
uc001plt.1	chr11	+	110978379	111102842	SIK2
uc001plv.2	chr11	+	111102835	111106785	AK000396
uc009yye.1	chr11	-	111102841	111111259	PPP2R1B
uc009yyf.1	chr11	-	111111214	111113503	PPP2R1B
uc001plw.1	chr11	-	111102841	111142379	PPP2R1B
uc001plx.1	chr11	-	111113814	111142379	PPP2R1B
uc001ply.1	chr11	-	111158128	111247214	ALG9
uc001plz.1	chr11	-	111158128	111247214	ALG9
uc009yyg.1	chr11	-	111158128	111247515	ALG9
uc001pmb.1	chr11	-	111158128	111247515	ALG9
uc009yyh.1	chr11	-	111213400	111247515	ALG9
uc001pmc.2	chr11	-	111249989	111255363	FDXACB1
uc009yyi.1	chr11	-	111249989	111255363	LOC91893
uc001pmd.1	chr11	+	111255157	111260007	C11orf1
uc001pme.1	chr11	+	111256709	111260007	C11orf1
uc001pmf.1	chr11	-	111284559	111287683	CRYAB
uc001pmg.1	chr11	+	111288708	111290027	HSPB2
uc009yyj.1	chr11	+	111288708	111294938	HSPB2
uc001pmh.1	chr11	+	111288708	111302805	C11orf52
uc001pmi.1	chr11	+	111294611	111302805	C11orf52
uc001pmj.2	chr11	+	111305794	111351928	DIXDC1
uc001pmk.2	chr11	+	111313136	111351928	DIXDC1
uc001pml.1	chr11	+	111313136	111398517	DIXDC1
